student_id,source_dataset,cognitive_rating,coding_technical_rating,experiential_exposure,communication_soft_skills,self_learning_capability,team_collaboration,track_technical,target_role,canonical_domain
PS2_0352,PS2_Benchmark,3.0,2.0,3.5999999999999996,3.3000000000000003,0,0,1,Applications Developer,Software & Web Development
PS2_0353,PS2_Benchmark,6.0,4.0,7.199999999999999,3.3000000000000003,0,0,1,Applications Developer,Software & Web Development
PS2_0354,PS2_Benchmark,8.0,5.0,6.0,1.1,1,0,1,Applications Developer,Software & Web Development
PS2_0355,PS2_Benchmark,4.0,3.0,8.0,8.8,0,1,0,Applications Developer,Software & Web Development
PS2_0356,PS2_Benchmark,8.0,6.0,2.0,8.8,0,0,0,Applications Developer,Software & Web Development
PS2_0357,PS2_Benchmark,5.0,6.0,2.4,4.4,0,1,1,Applications Developer,Software & Web Development
PS2_0358,PS2_Benchmark,7.0,4.0,0.0,9.9,0,0,1,Applications Developer,Software & Web Development
PS2_0359,PS2_Benchmark,8.0,8.0,6.0,9.9,0,1,0,Applications Developer,Software & Web Development
PS2_0360,PS2_Benchmark,1.0,4.0,7.199999999999999,1.1,0,0,1,Applications Developer,Software & Web Development
PS2_0361,PS2_Benchmark,2.0,4.0,2.4,9.9,1,1,1,Applications Developer,Software & Web Development
PS2_0362,PS2_Benchmark,5.0,2.0,2.0,4.4,1,0,0,Applications Developer,Software & Web Development
PS2_0363,PS2_Benchmark,1.0,2.0,4.4,7.700000000000001,1,1,0,Applications Developer,Software & Web Development
PS2_0364,PS2_Benchmark,9.0,7.0,3.5999999999999996,6.6000000000000005,0,1,0,Applications Developer,Software & Web Development
PS2_0365,PS2_Benchmark,9.0,9.0,2.4,7.700000000000001,1,1,0,Applications Developer,Software & Web Development
PS2_0366,PS2_Benchmark,6.0,9.0,2.0,3.3000000000000003,0,1,1,Applications Developer,Software & Web Development
PS2_0367,PS2_Benchmark,6.0,7.0,4.4,2.2,0,1,1,Applications Developer,Software & Web Development
PS2_0368,PS2_Benchmark,6.0,4.0,3.2,1.1,1,0,0,Applications Developer,Software & Web Development
PS2_0369,PS2_Benchmark,5.0,2.0,3.5999999999999996,1.1,0,1,0,Applications Developer,Software & Web Development
PS2_0370,PS2_Benchmark,8.0,8.0,7.199999999999999,2.2,0,1,0,Applications Developer,Software & Web Development
PS2_0371,PS2_Benchmark,2.0,1.0,3.2,4.4,1,0,1,Applications Developer,Software & Web Development
PS2_0372,PS2_Benchmark,8.0,8.0,3.2,9.9,0,0,0,Applications Developer,Software & Web Development
PS2_0373,PS2_Benchmark,4.0,4.0,4.4,3.3000000000000003,0,1,1,Applications Developer,Software & Web Development
PS2_0374,PS2_Benchmark,9.0,3.0,1.2,3.3000000000000003,0,0,1,Applications Developer,Software & Web Development
PS2_0375,PS2_Benchmark,8.0,4.0,7.199999999999999,4.4,0,0,1,Applications Developer,Software & Web Development
PS2_0376,PS2_Benchmark,1.0,9.0,8.0,6.6000000000000005,1,0,1,Applications Developer,Software & Web Development
PS2_0377,PS2_Benchmark,4.0,2.0,6.0,1.1,0,1,0,Applications Developer,Software & Web Development
PS2_0378,PS2_Benchmark,3.0,1.0,5.6,5.5,0,0,1,Applications Developer,Software & Web Development
PS2_0379,PS2_Benchmark,3.0,2.0,6.0,3.3000000000000003,1,1,1,Applications Developer,Software & Web Development
PS2_0380,PS2_Benchmark,8.0,6.0,7.199999999999999,1.1,0,0,1,Applications Developer,Software & Web Development
PS2_0381,PS2_Benchmark,9.0,9.0,6.8,5.5,1,0,0,Applications Developer,Software & Web Development
PS2_0382,PS2_Benchmark,7.0,6.0,3.2,3.3000000000000003,0,0,0,Applications Developer,Software & Web Development
PS2_0383,PS2_Benchmark,7.0,9.0,8.0,7.700000000000001,0,0,1,Applications Developer,Software & Web Development
PS2_0384,PS2_Benchmark,3.0,4.0,0.0,1.1,0,0,0,Applications Developer,Software & Web Development
PS2_0385,PS2_Benchmark,7.0,6.0,2.0,5.5,0,1,0,Applications Developer,Software & Web Development
PS2_0386,PS2_Benchmark,7.0,5.0,4.8,1.1,0,1,0,Applications Developer,Software & Web Development
PS2_0387,PS2_Benchmark,2.0,9.0,4.8,5.5,0,1,1,Applications Developer,Software & Web Development
PS2_0388,PS2_Benchmark,7.0,3.0,4.8,2.2,1,1,1,Applications Developer,Software & Web Development
PS2_0389,PS2_Benchmark,6.0,8.0,1.2,5.5,1,0,0,Applications Developer,Software & Web Development
PS2_0390,PS2_Benchmark,8.0,4.0,2.0,1.1,1,0,1,Applications Developer,Software & Web Development
PS2_0391,PS2_Benchmark,3.0,9.0,2.0,4.4,1,1,1,Applications Developer,Software & Web Development
PS2_0392,PS2_Benchmark,1.0,4.0,9.2,2.2,0,0,1,Applications Developer,Software & Web Development
PS2_0393,PS2_Benchmark,6.0,2.0,2.4,1.1,1,0,1,Applications Developer,Software & Web Development
PS2_0394,PS2_Benchmark,9.0,3.0,6.8,4.4,1,0,1,Applications Developer,Software & Web Development
PS2_0395,PS2_Benchmark,1.0,2.0,1.2,3.3000000000000003,1,0,1,Applications Developer,Software & Web Development
PS2_0396,PS2_Benchmark,1.0,9.0,9.2,6.6000000000000005,1,0,1,Applications Developer,Software & Web Development
PS2_0397,PS2_Benchmark,4.0,4.0,4.8,8.8,1,0,1,Applications Developer,Software & Web Development
PS2_0398,PS2_Benchmark,3.0,7.0,8.0,6.6000000000000005,1,0,0,Applications Developer,Software & Web Development
PS2_0399,PS2_Benchmark,1.0,1.0,1.2,7.700000000000001,1,0,0,Applications Developer,Software & Web Development
PS2_0400,PS2_Benchmark,2.0,8.0,4.4,4.4,0,0,1,Applications Developer,Software & Web Development
PS2_0401,PS2_Benchmark,7.0,2.0,5.6,9.9,0,0,0,Applications Developer,Software & Web Development
PS2_0402,PS2_Benchmark,8.0,1.0,1.2,3.3000000000000003,0,1,1,Applications Developer,Software & Web Development
PS2_0403,PS2_Benchmark,2.0,1.0,8.0,4.4,0,0,1,Applications Developer,Software & Web Development
PS2_0404,PS2_Benchmark,3.0,5.0,8.0,1.1,0,1,1,Applications Developer,Software & Web Development
PS2_0405,PS2_Benchmark,4.0,2.0,2.4,7.700000000000001,1,1,0,Applications Developer,Software & Web Development
PS2_0406,PS2_Benchmark,6.0,8.0,9.2,3.3000000000000003,0,1,1,Applications Developer,Software & Web Development
PS2_0407,PS2_Benchmark,2.0,7.0,4.8,1.1,0,1,0,Applications Developer,Software & Web Development
PS2_0408,PS2_Benchmark,7.0,8.0,2.4,4.4,0,1,1,Applications Developer,Software & Web Development
PS2_0409,PS2_Benchmark,8.0,8.0,5.6,1.1,0,0,0,Applications Developer,Software & Web Development
PS2_0410,PS2_Benchmark,3.0,2.0,7.199999999999999,6.6000000000000005,1,0,0,Applications Developer,Software & Web Development
PS2_0411,PS2_Benchmark,6.0,9.0,4.8,8.8,0,0,0,Applications Developer,Software & Web Development
PS2_0412,PS2_Benchmark,4.0,4.0,7.199999999999999,3.3000000000000003,1,0,1,Applications Developer,Software & Web Development
PS2_0413,PS2_Benchmark,2.0,4.0,9.2,8.8,0,1,1,Applications Developer,Software & Web Development
PS2_0414,PS2_Benchmark,1.0,1.0,8.0,5.5,0,0,1,Applications Developer,Software & Web Development
PS2_0415,PS2_Benchmark,9.0,2.0,2.4,9.9,0,0,0,Applications Developer,Software & Web Development
PS2_0416,PS2_Benchmark,3.0,5.0,8.0,7.700000000000001,1,1,0,Applications Developer,Software & Web Development
PS2_0417,PS2_Benchmark,9.0,2.0,4.8,6.6000000000000005,0,0,1,Applications Developer,Software & Web Development
PS2_0418,PS2_Benchmark,7.0,6.0,2.4,2.2,0,0,0,Applications Developer,Software & Web Development
PS2_0419,PS2_Benchmark,3.0,2.0,9.2,3.3000000000000003,0,0,0,Applications Developer,Software & Web Development
PS2_0420,PS2_Benchmark,7.0,9.0,5.6,2.2,1,0,0,Applications Developer,Software & Web Development
PS2_0421,PS2_Benchmark,6.0,9.0,0.0,9.9,0,1,0,Applications Developer,Software & Web Development
PS2_0422,PS2_Benchmark,4.0,5.0,6.0,7.700000000000001,1,0,0,Applications Developer,Software & Web Development
PS2_0423,PS2_Benchmark,8.0,3.0,3.2,3.3000000000000003,1,0,1,Applications Developer,Software & Web Development
PS2_0424,PS2_Benchmark,6.0,3.0,9.2,6.6000000000000005,1,1,0,Applications Developer,Software & Web Development
PS2_0425,PS2_Benchmark,4.0,3.0,4.4,8.8,1,1,0,Applications Developer,Software & Web Development
PS2_0426,PS2_Benchmark,8.0,5.0,8.0,1.1,1,0,1,Applications Developer,Software & Web Development
PS2_0427,PS2_Benchmark,7.0,6.0,4.4,7.700000000000001,1,1,1,Applications Developer,Software & Web Development
PS2_0428,PS2_Benchmark,6.0,4.0,6.8,2.2,1,1,1,Applications Developer,Software & Web Development
PS2_0429,PS2_Benchmark,5.0,3.0,7.199999999999999,5.5,0,1,1,Applications Developer,Software & Web Development
PS2_0430,PS2_Benchmark,5.0,7.0,0.0,8.8,1,0,0,Applications Developer,Software & Web Development
PS2_0431,PS2_Benchmark,4.0,8.0,6.0,9.9,0,0,0,Applications Developer,Software & Web Development
PS2_0432,PS2_Benchmark,7.0,6.0,0.0,6.6000000000000005,0,1,1,Applications Developer,Software & Web Development
PS2_0433,PS2_Benchmark,2.0,5.0,2.0,8.8,1,1,1,Applications Developer,Software & Web Development
PS2_0434,PS2_Benchmark,1.0,5.0,0.0,4.4,1,0,1,Applications Developer,Software & Web Development
PS2_0435,PS2_Benchmark,1.0,4.0,6.8,6.6000000000000005,1,0,1,Applications Developer,Software & Web Development
PS2_0436,PS2_Benchmark,5.0,3.0,4.4,8.8,0,0,0,Applications Developer,Software & Web Development
PS2_0437,PS2_Benchmark,6.0,9.0,2.4,3.3000000000000003,0,1,1,Applications Developer,Software & Web Development
PS2_0438,PS2_Benchmark,3.0,4.0,6.0,1.1,1,1,1,Applications Developer,Software & Web Development
PS2_0439,PS2_Benchmark,9.0,5.0,7.199999999999999,7.700000000000001,1,0,1,Applications Developer,Software & Web Development
PS2_0440,PS2_Benchmark,6.0,8.0,5.6,7.700000000000001,1,0,0,Applications Developer,Software & Web Development
PS2_0441,PS2_Benchmark,3.0,4.0,7.199999999999999,1.1,0,1,1,Applications Developer,Software & Web Development
PS2_0442,PS2_Benchmark,2.0,8.0,6.0,5.5,1,0,0,Applications Developer,Software & Web Development
PS2_0443,PS2_Benchmark,3.0,4.0,4.4,4.4,0,1,1,Applications Developer,Software & Web Development
PS2_0444,PS2_Benchmark,6.0,2.0,4.4,5.5,0,0,1,Applications Developer,Software & Web Development
PS2_0445,PS2_Benchmark,2.0,3.0,5.6,3.3000000000000003,0,1,1,Applications Developer,Software & Web Development
PS2_0446,PS2_Benchmark,9.0,4.0,6.8,6.6000000000000005,1,1,1,Applications Developer,Software & Web Development
PS2_0447,PS2_Benchmark,2.0,9.0,2.0,7.700000000000001,0,1,0,Applications Developer,Software & Web Development
PS2_0448,PS2_Benchmark,9.0,2.0,3.5999999999999996,2.2,1,0,1,Applications Developer,Software & Web Development
PS2_0449,PS2_Benchmark,9.0,5.0,7.199999999999999,9.9,1,1,1,Applications Developer,Software & Web Development
PS2_0450,PS2_Benchmark,6.0,6.0,7.199999999999999,3.3000000000000003,1,0,1,Applications Developer,Software & Web Development
PS2_0451,PS2_Benchmark,2.0,6.0,4.4,3.3000000000000003,1,1,1,Applications Developer,Software & Web Development
PS2_0452,PS2_Benchmark,7.0,1.0,1.2,6.6000000000000005,1,0,0,Applications Developer,Software & Web Development
PS2_0453,PS2_Benchmark,9.0,5.0,6.8,2.2,0,0,1,Applications Developer,Software & Web Development
PS2_0454,PS2_Benchmark,6.0,5.0,3.2,2.2,0,0,0,Applications Developer,Software & Web Development
PS2_0455,PS2_Benchmark,1.0,5.0,7.199999999999999,4.4,0,0,0,Applications Developer,Software & Web Development
PS2_0456,PS2_Benchmark,7.0,8.0,8.0,7.700000000000001,0,1,0,Applications Developer,Software & Web Development
PS2_0457,PS2_Benchmark,1.0,4.0,5.6,9.9,0,1,1,Applications Developer,Software & Web Development
PS2_0458,PS2_Benchmark,3.0,1.0,8.0,1.1,0,1,0,Applications Developer,Software & Web Development
PS2_0459,PS2_Benchmark,3.0,5.0,5.6,6.6000000000000005,1,0,1,Applications Developer,Software & Web Development
PS2_0460,PS2_Benchmark,6.0,3.0,5.6,9.9,1,1,1,Applications Developer,Software & Web Development
PS2_0461,PS2_Benchmark,1.0,4.0,6.8,5.5,1,1,0,Applications Developer,Software & Web Development
PS2_0462,PS2_Benchmark,6.0,5.0,6.0,9.9,0,0,1,Applications Developer,Software & Web Development
PS2_0463,PS2_Benchmark,1.0,7.0,8.0,4.4,0,1,1,Applications Developer,Software & Web Development
PS2_0464,PS2_Benchmark,5.0,9.0,1.2,6.6000000000000005,1,1,1,Applications Developer,Software & Web Development
PS2_0465,PS2_Benchmark,2.0,1.0,8.0,9.9,1,1,0,Applications Developer,Software & Web Development
PS2_0466,PS2_Benchmark,2.0,4.0,0.0,7.700000000000001,1,0,0,Applications Developer,Software & Web Development
PS2_0467,PS2_Benchmark,5.0,9.0,6.8,5.5,0,0,1,Applications Developer,Software & Web Development
PS2_0468,PS2_Benchmark,8.0,1.0,6.0,9.9,1,0,0,Applications Developer,Software & Web Development
PS2_0469,PS2_Benchmark,3.0,7.0,8.0,3.3000000000000003,0,0,1,Applications Developer,Software & Web Development
PS2_0470,PS2_Benchmark,5.0,3.0,6.0,8.8,0,1,0,Applications Developer,Software & Web Development
PS2_0471,PS2_Benchmark,2.0,4.0,3.2,2.2,1,1,0,Applications Developer,Software & Web Development
PS2_0472,PS2_Benchmark,5.0,4.0,5.6,1.1,0,1,1,Applications Developer,Software & Web Development
PS2_0473,PS2_Benchmark,7.0,4.0,0.0,1.1,0,0,1,Applications Developer,Software & Web Development
PS2_0474,PS2_Benchmark,9.0,6.0,3.2,9.9,0,1,1,Applications Developer,Software & Web Development
PS2_0475,PS2_Benchmark,1.0,4.0,3.5999999999999996,7.700000000000001,0,1,0,Applications Developer,Software & Web Development
PS2_0476,PS2_Benchmark,2.0,7.0,7.199999999999999,2.2,1,0,0,Applications Developer,Software & Web Development
PS2_0477,PS2_Benchmark,7.0,5.0,5.6,1.1,0,0,0,Applications Developer,Software & Web Development
PS2_0478,PS2_Benchmark,1.0,4.0,4.4,9.9,0,0,1,Applications Developer,Software & Web Development
PS2_0479,PS2_Benchmark,8.0,9.0,2.4,8.8,1,1,1,Applications Developer,Software & Web Development
PS2_0480,PS2_Benchmark,2.0,6.0,9.2,6.6000000000000005,0,0,0,Applications Developer,Software & Web Development
PS2_0481,PS2_Benchmark,9.0,5.0,0.0,2.2,0,1,0,Applications Developer,Software & Web Development
PS2_0482,PS2_Benchmark,9.0,3.0,6.0,6.6000000000000005,0,0,1,Applications Developer,Software & Web Development
PS2_0483,PS2_Benchmark,6.0,3.0,4.4,8.8,1,1,0,Applications Developer,Software & Web Development
PS2_0484,PS2_Benchmark,3.0,3.0,8.0,7.700000000000001,1,0,1,Applications Developer,Software & Web Development
PS2_0485,PS2_Benchmark,5.0,4.0,6.0,6.6000000000000005,1,0,1,Applications Developer,Software & Web Development
PS2_0486,PS2_Benchmark,8.0,9.0,3.2,6.6000000000000005,1,1,0,Applications Developer,Software & Web Development
PS2_0487,PS2_Benchmark,8.0,8.0,1.2,9.9,0,0,0,Applications Developer,Software & Web Development
PS2_0488,PS2_Benchmark,7.0,6.0,5.6,7.700000000000001,0,0,1,Applications Developer,Software & Web Development
PS2_0489,PS2_Benchmark,2.0,9.0,4.4,5.5,1,0,1,Applications Developer,Software & Web Development
PS2_0490,PS2_Benchmark,2.0,9.0,2.4,4.4,1,0,1,Applications Developer,Software & Web Development
PS2_0491,PS2_Benchmark,3.0,2.0,3.5999999999999996,2.2,0,0,0,Applications Developer,Software & Web Development
PS2_0492,PS2_Benchmark,7.0,7.0,6.0,2.2,0,0,1,Applications Developer,Software & Web Development
PS2_0493,PS2_Benchmark,1.0,2.0,3.2,7.700000000000001,0,1,1,Applications Developer,Software & Web Development
PS2_0494,PS2_Benchmark,6.0,7.0,0.0,9.9,1,0,1,Applications Developer,Software & Web Development
PS2_0495,PS2_Benchmark,5.0,7.0,8.0,2.2,1,1,0,Applications Developer,Software & Web Development
PS2_0496,PS2_Benchmark,7.0,6.0,2.0,9.9,1,0,0,Applications Developer,Software & Web Development
PS2_0497,PS2_Benchmark,4.0,3.0,4.4,9.9,1,1,1,Applications Developer,Software & Web Development
PS2_0498,PS2_Benchmark,3.0,8.0,3.2,5.5,1,0,0,Applications Developer,Software & Web Development
PS2_0499,PS2_Benchmark,5.0,4.0,3.5999999999999996,2.2,1,1,0,Applications Developer,Software & Web Development
PS2_0500,PS2_Benchmark,2.0,1.0,2.4,1.1,1,1,0,Applications Developer,Software & Web Development
PS2_0501,PS2_Benchmark,8.0,2.0,3.5999999999999996,9.9,1,1,1,Applications Developer,Software & Web Development
PS2_0502,PS2_Benchmark,2.0,8.0,9.2,4.4,1,0,1,Applications Developer,Software & Web Development
PS2_0503,PS2_Benchmark,6.0,6.0,8.0,4.4,0,0,1,Applications Developer,Software & Web Development
PS2_0504,PS2_Benchmark,7.0,6.0,6.8,1.1,0,1,0,Applications Developer,Software & Web Development
PS2_0505,PS2_Benchmark,7.0,8.0,4.4,1.1,0,0,1,Applications Developer,Software & Web Development
PS2_0506,PS2_Benchmark,2.0,1.0,4.8,3.3000000000000003,1,1,0,Applications Developer,Software & Web Development
PS2_0507,PS2_Benchmark,3.0,6.0,2.4,8.8,1,0,1,Applications Developer,Software & Web Development
PS2_0508,PS2_Benchmark,3.0,9.0,4.8,3.3000000000000003,0,1,0,Applications Developer,Software & Web Development
PS2_0509,PS2_Benchmark,7.0,8.0,5.6,2.2,0,0,0,Applications Developer,Software & Web Development
PS2_0510,PS2_Benchmark,4.0,9.0,3.2,2.2,1,1,1,Applications Developer,Software & Web Development
PS2_0511,PS2_Benchmark,6.0,1.0,2.4,9.9,0,1,1,Applications Developer,Software & Web Development
PS2_0512,PS2_Benchmark,9.0,2.0,2.4,1.1,1,0,0,Applications Developer,Software & Web Development
PS2_0513,PS2_Benchmark,9.0,9.0,6.8,1.1,1,0,1,Applications Developer,Software & Web Development
PS2_0514,PS2_Benchmark,1.0,8.0,2.4,8.8,1,0,1,Applications Developer,Software & Web Development
PS2_0515,PS2_Benchmark,8.0,9.0,7.199999999999999,1.1,1,0,1,Applications Developer,Software & Web Development
PS2_0516,PS2_Benchmark,2.0,7.0,8.0,8.8,0,1,1,Applications Developer,Software & Web Development
PS2_0517,PS2_Benchmark,7.0,6.0,7.199999999999999,7.700000000000001,0,1,0,Applications Developer,Software & Web Development
PS2_0518,PS2_Benchmark,8.0,9.0,5.6,3.3000000000000003,0,0,1,Applications Developer,Software & Web Development
PS2_0519,PS2_Benchmark,1.0,2.0,6.0,3.3000000000000003,1,0,1,Applications Developer,Software & Web Development
PS2_0520,PS2_Benchmark,1.0,1.0,2.0,5.5,0,1,1,Applications Developer,Software & Web Development
PS2_0521,PS2_Benchmark,1.0,9.0,1.2,4.4,1,0,0,Applications Developer,Software & Web Development
PS2_0522,PS2_Benchmark,4.0,3.0,2.0,2.2,0,1,0,Applications Developer,Software & Web Development
PS2_0523,PS2_Benchmark,5.0,5.0,4.8,2.2,1,1,0,Applications Developer,Software & Web Development
PS2_0524,PS2_Benchmark,3.0,8.0,0.0,6.6000000000000005,0,1,1,Applications Developer,Software & Web Development
PS2_0525,PS2_Benchmark,3.0,8.0,4.8,1.1,1,1,1,Applications Developer,Software & Web Development
PS2_0526,PS2_Benchmark,1.0,4.0,9.2,9.9,1,1,1,Applications Developer,Software & Web Development
PS2_0527,PS2_Benchmark,6.0,2.0,2.4,7.700000000000001,0,1,1,Applications Developer,Software & Web Development
PS2_0528,PS2_Benchmark,3.0,8.0,7.199999999999999,1.1,0,1,1,Applications Developer,Software & Web Development
PS2_0529,PS2_Benchmark,7.0,2.0,2.4,1.1,0,0,1,Applications Developer,Software & Web Development
PS2_0530,PS2_Benchmark,5.0,6.0,3.5999999999999996,4.4,1,0,0,Applications Developer,Software & Web Development
PS2_0531,PS2_Benchmark,4.0,2.0,6.0,2.2,1,0,1,Applications Developer,Software & Web Development
PS2_0532,PS2_Benchmark,3.0,1.0,0.0,3.3000000000000003,0,0,1,Applications Developer,Software & Web Development
PS2_0533,PS2_Benchmark,5.0,1.0,6.8,9.9,0,0,1,Applications Developer,Software & Web Development
PS2_0534,PS2_Benchmark,2.0,1.0,2.4,9.9,0,0,1,Applications Developer,Software & Web Development
PS2_0535,PS2_Benchmark,8.0,5.0,2.0,9.9,1,0,0,Applications Developer,Software & Web Development
PS2_0536,PS2_Benchmark,9.0,4.0,8.0,9.9,1,1,1,Applications Developer,Software & Web Development
PS2_0537,PS2_Benchmark,8.0,5.0,7.199999999999999,3.3000000000000003,0,0,1,Applications Developer,Software & Web Development
PS2_0538,PS2_Benchmark,1.0,4.0,2.4,3.3000000000000003,0,0,1,Applications Developer,Software & Web Development
PS2_0539,PS2_Benchmark,8.0,5.0,8.0,9.9,1,1,1,Applications Developer,Software & Web Development
PS2_0540,PS2_Benchmark,4.0,9.0,9.2,6.6000000000000005,0,1,1,Applications Developer,Software & Web Development
PS2_0541,PS2_Benchmark,8.0,2.0,3.2,5.5,0,0,0,Applications Developer,Software & Web Development
PS2_0542,PS2_Benchmark,8.0,4.0,2.0,7.700000000000001,0,0,1,Applications Developer,Software & Web Development
PS2_0543,PS2_Benchmark,7.0,9.0,3.5999999999999996,1.1,1,1,0,Applications Developer,Software & Web Development
PS2_0544,PS2_Benchmark,9.0,8.0,0.0,8.8,1,0,0,Applications Developer,Software & Web Development
PS2_0545,PS2_Benchmark,4.0,6.0,2.0,4.4,1,1,0,Applications Developer,Software & Web Development
PS2_0546,PS2_Benchmark,4.0,6.0,6.0,4.4,0,1,0,Applications Developer,Software & Web Development
PS2_0547,PS2_Benchmark,4.0,4.0,3.2,5.5,1,1,0,Applications Developer,Software & Web Development
PS2_0548,PS2_Benchmark,1.0,2.0,4.8,4.4,1,1,1,Applications Developer,Software & Web Development
PS2_0549,PS2_Benchmark,3.0,8.0,6.8,8.8,1,0,1,Applications Developer,Software & Web Development
PS2_0550,PS2_Benchmark,8.0,5.0,3.5999999999999996,1.1,1,0,1,Applications Developer,Software & Web Development
PS2_0551,PS2_Benchmark,3.0,7.0,3.2,6.6000000000000005,1,1,0,Applications Developer,Software & Web Development
PS2_0552,PS2_Benchmark,9.0,5.0,2.0,4.4,0,1,0,CRM Technical Developer,Software & Web Development
PS2_0553,PS2_Benchmark,2.0,8.0,4.4,6.6000000000000005,0,1,1,CRM Technical Developer,Software & Web Development
PS2_0554,PS2_Benchmark,5.0,6.0,3.2,9.9,1,0,1,CRM Technical Developer,Software & Web Development
PS2_0555,PS2_Benchmark,3.0,2.0,8.0,8.8,1,0,1,CRM Technical Developer,Software & Web Development
PS2_0556,PS2_Benchmark,6.0,3.0,0.0,4.4,0,0,0,CRM Technical Developer,Software & Web Development
PS2_0557,PS2_Benchmark,8.0,7.0,8.0,6.6000000000000005,0,1,0,CRM Technical Developer,Software & Web Development
PS2_0558,PS2_Benchmark,7.0,4.0,0.0,3.3000000000000003,0,0,0,CRM Technical Developer,Software & Web Development
PS2_0559,PS2_Benchmark,2.0,8.0,6.0,3.3000000000000003,0,0,0,CRM Technical Developer,Software & Web Development
PS2_0560,PS2_Benchmark,5.0,6.0,8.0,4.4,0,0,1,CRM Technical Developer,Software & Web Development
PS2_0561,PS2_Benchmark,7.0,1.0,6.0,4.4,1,1,1,CRM Technical Developer,Software & Web Development
PS2_0562,PS2_Benchmark,1.0,4.0,0.0,3.3000000000000003,1,0,1,CRM Technical Developer,Software & Web Development
PS2_0563,PS2_Benchmark,4.0,9.0,6.0,8.8,0,0,1,CRM Technical Developer,Software & Web Development
PS2_0564,PS2_Benchmark,6.0,8.0,7.199999999999999,6.6000000000000005,1,0,1,CRM Technical Developer,Software & Web Development
PS2_0565,PS2_Benchmark,5.0,9.0,4.4,3.3000000000000003,0,1,1,CRM Technical Developer,Software & Web Development
PS2_0566,PS2_Benchmark,7.0,1.0,6.8,3.3000000000000003,1,1,0,CRM Technical Developer,Software & Web Development
PS2_0567,PS2_Benchmark,2.0,5.0,2.0,5.5,1,1,0,CRM Technical Developer,Software & Web Development
PS2_0568,PS2_Benchmark,8.0,7.0,3.2,9.9,0,0,0,CRM Technical Developer,Software & Web Development
PS2_0569,PS2_Benchmark,2.0,8.0,7.199999999999999,7.700000000000001,0,1,1,CRM Technical Developer,Software & Web Development
PS2_0570,PS2_Benchmark,9.0,4.0,0.0,7.700000000000001,1,0,0,CRM Technical Developer,Software & Web Development
PS2_0571,PS2_Benchmark,3.0,4.0,6.8,7.700000000000001,0,1,1,CRM Technical Developer,Software & Web Development
PS2_0572,PS2_Benchmark,1.0,7.0,6.8,8.8,1,0,1,CRM Technical Developer,Software & Web Development
PS2_0573,PS2_Benchmark,9.0,2.0,6.0,9.9,0,0,0,CRM Technical Developer,Software & Web Development
PS2_0574,PS2_Benchmark,5.0,6.0,7.199999999999999,8.8,0,0,1,CRM Technical Developer,Software & Web Development
PS2_0575,PS2_Benchmark,2.0,3.0,8.0,8.8,1,1,0,CRM Technical Developer,Software & Web Development
PS2_0576,PS2_Benchmark,5.0,4.0,5.6,7.700000000000001,1,0,0,CRM Technical Developer,Software & Web Development
PS2_0577,PS2_Benchmark,7.0,5.0,5.6,9.9,0,0,0,CRM Technical Developer,Software & Web Development
PS2_0578,PS2_Benchmark,1.0,3.0,8.0,8.8,0,1,0,CRM Technical Developer,Software & Web Development
PS2_0579,PS2_Benchmark,5.0,3.0,0.0,3.3000000000000003,1,0,0,CRM Technical Developer,Software & Web Development
PS2_0580,PS2_Benchmark,4.0,7.0,9.2,7.700000000000001,0,1,0,CRM Technical Developer,Software & Web Development
PS2_0581,PS2_Benchmark,1.0,6.0,2.0,8.8,0,0,0,CRM Technical Developer,Software & Web Development
PS2_0582,PS2_Benchmark,5.0,3.0,1.2,4.4,0,1,0,CRM Technical Developer,Software & Web Development
PS2_0583,PS2_Benchmark,9.0,8.0,8.0,1.1,0,0,1,CRM Technical Developer,Software & Web Development
PS2_0584,PS2_Benchmark,3.0,2.0,1.2,6.6000000000000005,0,0,0,CRM Technical Developer,Software & Web Development
PS2_0585,PS2_Benchmark,3.0,2.0,6.0,1.1,1,0,0,CRM Technical Developer,Software & Web Development
PS2_0586,PS2_Benchmark,5.0,3.0,4.4,7.700000000000001,1,1,0,CRM Technical Developer,Software & Web Development
PS2_0587,PS2_Benchmark,1.0,2.0,4.4,2.2,1,1,1,CRM Technical Developer,Software & Web Development
PS2_0588,PS2_Benchmark,1.0,4.0,3.2,7.700000000000001,0,0,0,CRM Technical Developer,Software & Web Development
PS2_0589,PS2_Benchmark,1.0,9.0,0.0,9.9,0,1,0,CRM Technical Developer,Software & Web Development
PS2_0590,PS2_Benchmark,5.0,6.0,3.2,3.3000000000000003,0,1,1,CRM Technical Developer,Software & Web Development
PS2_0591,PS2_Benchmark,6.0,2.0,5.6,7.700000000000001,0,0,0,CRM Technical Developer,Software & Web Development
PS2_0592,PS2_Benchmark,7.0,3.0,7.199999999999999,4.4,0,0,0,CRM Technical Developer,Software & Web Development
PS2_0593,PS2_Benchmark,2.0,1.0,3.2,3.3000000000000003,0,1,0,CRM Technical Developer,Software & Web Development
PS2_0594,PS2_Benchmark,7.0,6.0,4.8,8.8,1,0,0,CRM Technical Developer,Software & Web Development
PS2_0595,PS2_Benchmark,7.0,4.0,2.4,6.6000000000000005,1,0,0,CRM Technical Developer,Software & Web Development
PS2_0596,PS2_Benchmark,7.0,5.0,7.199999999999999,8.8,1,0,0,CRM Technical Developer,Software & Web Development
