Student_ID,Gender,Education_Level,Degree,Specialisation,Graduation_Year,Technical_Skills,Soft_Skills,Skill_Proficiencies,Projects,Certifications,Assessment_Score,Career_Interest
STU_121,Male,Undergraduate,B.Tech,Information Security,2028,"Cryptography, Linux, Network Security",Communication,"Cryptography:0.77, Linux:0.73, Network Security:0.77, Communication:0.70",Applied Coursework Project,Industry Foundation Certificate,7.72,Cybersecurity Analyst
STU_122,Male,Undergraduate,B.Tech,Information Security,2028,Network Security,"Adaptability, Time Management","Network Security:0.55, Adaptability:0.37, Time Management:0.47",None,None,5.66,Cybersecurity Analyst
STU_123,Female,Undergraduate,B.Tech,Cloud Computing,2028,"AWS, Cloud, SQL",Problem Solving,"AWS:0.68, Cloud:0.72, SQL:0.68, Problem Solving:0.69",None,None,6.51,Cloud DevOps Engineer
STU_124,Female,Undergraduate,B.Tech,Cloud Computing,2028,"Cloud, Python, SQL",Problem Solving,"Cloud:0.80, Python:0.83, SQL:0.82, Problem Solving:0.74",Applied Coursework Project,Industry Foundation Certificate,8.25,Cloud DevOps Engineer
STU_125,Male,Undergraduate,B.Tech,Information Security,2028,Network Security,"Adaptability, Time Management","Network Security:0.51, Adaptability:0.42, Time Management:0.51",None,None,5.79,Cybersecurity Analyst
STU_126,Male,Undergraduate,B.Tech,Information Security,2028,Linux,"Adaptability, Time Management","Linux:0.50, Adaptability:0.51, Time Management:0.44",None,None,6.07,Cybersecurity Analyst
STU_127,Female,Undergraduate,B.Tech,Information Security,2028,"Linux, SQL",Communication,"Linux:0.66, SQL:0.80, Communication:0.66",None,None,7.35,Cybersecurity Analyst
STU_128,Male,Undergraduate,B.Tech,Software Engineering,2028,SQL,Problem Solving,"SQL:0.53, Problem Solving:0.36",None,None,5.6,Backend Developer
STU_129,Male,Undergraduate,B.Tech,Information Security,2028,SQL,"Adaptability, Time Management","SQL:0.54, Adaptability:0.44, Time Management:0.40",None,None,4.56,Cybersecurity Analyst
STU_130,Male,Undergraduate,B.Tech,Cloud Computing,2028,"Docker, SQL",Problem Solving,"Docker:0.44, SQL:0.44, Problem Solving:0.41",None,None,5.21,Cloud DevOps Engineer
STU_131,Female,Undergraduate,B.Tech,Information Security,2028,Network Security,"Adaptability, Time Management","Network Security:0.54, Adaptability:0.45, Time Management:0.50",None,None,6.09,Cybersecurity Analyst
STU_132,Male,Undergraduate,B.Tech,Software Engineering,2028,"HTML, Javascript, REST APIs","Communication, Problem Solving, Teamwork","HTML:0.69, Javascript:0.77, REST APIs:0.73, Communication:0.76, Problem Solving:0.65, Teamwork:0.61",Applied Coursework Project,None,8.28,Backend Developer
STU_133,Male,Undergraduate,B.Tech,Information Security,2028,"Cryptography, Network Security","Adaptability, Time Management","Cryptography:0.56, Network Security:0.56, Adaptability:0.44, Time Management:0.47",None,None,4.91,Cybersecurity Analyst
STU_134,Male,Undergraduate,B.Tech,Information Security,2028,"Network Security, SQL",Communication,"Network Security:0.48, SQL:0.52, Communication:0.49",None,None,6.16,Cybersecurity Analyst
STU_135,Male,Undergraduate,BBA,Finance & Accounting,2027,"Accounting, Finance, Financial Modeling","Communication, Problem Solving, Teamwork","Accounting:0.98, Finance:0.98, Financial Modeling:0.98, Communication:0.84, Problem Solving:0.89, Teamwork:0.89",Advanced Capstone Portfolio,Professional Industry Certification,9.52,Financial Analyst
STU_136,Female,Undergraduate,BBA,Finance & Accounting,2027,"Accounting, Excel, Finance, Financial Modeling","Communication, Problem Solving, Teamwork","Accounting:0.96, Excel:0.95, Finance:0.98, Financial Modeling:0.98, Communication:0.96, Problem Solving:0.86, Teamwork:0.86",Advanced Capstone Portfolio,Professional Industry Certification,9.6,Financial Analyst
STU_137,Female,Postgraduate,BBA,Finance & Accounting,2026,"Accounting, Excel, Finance, Financial Modeling","Communication, Problem Solving, Teamwork","Accounting:0.98, Excel:0.98, Finance:0.98, Financial Modeling:0.98, Communication:0.90, Problem Solving:0.85, Teamwork:0.84",Advanced Capstone Portfolio,Professional Industry Certification,8.92,Financial Analyst
STU_138,Female,Postgraduate,B.Sc,Information Systems,2026,"Business Analytics, Database Management, SQL, Tableau","Problem Solving, Teamwork","Business Analytics:0.82, Database Management:0.72, SQL:0.77, Tableau:0.71, Problem Solving:0.67, Teamwork:0.75",Applied Coursework Project,None,7.22,BI Developer
STU_139,Female,Undergraduate,BBA,Finance & Accounting,2027,"Accounting, Excel, Financial Modeling","Communication, Problem Solving, Teamwork","Accounting:0.94, Excel:0.98, Financial Modeling:0.98, Communication:0.90, Problem Solving:0.82, Teamwork:0.89",Advanced Capstone Portfolio,Professional Industry Certification,9.04,Financial Analyst
STU_140,Male,Undergraduate,BBA,Business Analytics,2027,"Business Analytics, Excel, SQL","Communication, Problem Solving, Teamwork","Business Analytics:0.77, Excel:0.74, SQL:0.70, Communication:0.69, Problem Solving:0.65, Teamwork:0.73",None,None,8.23,Business Analyst
STU_141,Male,Undergraduate,BBA,Finance,2027,"Accounting, Excel","Adaptability, Time Management","Accounting:0.43, Excel:0.49, Adaptability:0.36, Time Management:0.38",None,None,5.74,Financial Analyst
STU_142,Male,Undergraduate,B.Sc,Information Systems,2027,"Business Analytics, Excel","Adaptability, Time Management","Business Analytics:0.59, Excel:0.47, Adaptability:0.48, Time Management:0.46",None,None,5.99,BI Developer
STU_143,Male,Undergraduate,BBA,Finance,2027,"Accounting, Excel, Finance","Adaptability, Time Management","Accounting:0.84, Excel:0.75, Finance:0.76, Adaptability:0.75, Time Management:0.65",None,Industry Foundation Certificate,7.57,Financial Analyst
STU_144,Male,Undergraduate,BBA,Finance & Accounting,2027,"Accounting, Excel, Finance, Financial Modeling",Problem Solving,"Accounting:0.95, Excel:0.98, Finance:0.98, Financial Modeling:0.97, Problem Solving:0.92",Advanced Capstone Portfolio,Professional Industry Certification,8.94,Financial Analyst
STU_145,Male,Undergraduate,BBA,Finance,2027,Finance,"Adaptability, Time Management","Finance:0.51, Adaptability:0.35, Time Management:0.35",None,None,4.79,Financial Analyst
STU_146,Male,Undergraduate,B.Sc,Information Systems,2027,"Business Analytics, Database Management, Excel, Tableau",Problem Solving,"Business Analytics:0.72, Database Management:0.83, Excel:0.79, Tableau:0.76, Problem Solving:0.62",Applied Coursework Project,Industry Foundation Certificate,6.86,BI Developer
STU_147,Female,Undergraduate,BBA,Finance & Accounting,2027,"Accounting, Excel, Financial Modeling","Communication, Problem Solving, Teamwork","Accounting:0.98, Excel:0.98, Financial Modeling:0.98, Communication:0.81, Problem Solving:0.87, Teamwork:0.93",Advanced Capstone Portfolio,Professional Industry Certification,8.58,Financial Analyst
STU_148,Female,Undergraduate,B.Sc,Information Systems,2027,"Business Analytics, Database Management, Excel","Adaptability, Time Management","Business Analytics:0.87, Database Management:0.91, Excel:0.85, Adaptability:0.64, Time Management:0.67",Applied Coursework Project,Industry Foundation Certificate,8.06,BI Developer
STU_149,Female,Undergraduate,BBA,Finance,2027,"Accounting, Excel, Finance","Problem Solving, Teamwork","Accounting:0.79, Excel:0.87, Finance:0.80, Problem Solving:0.71, Teamwork:0.72",Applied Coursework Project,Industry Foundation Certificate,7.54,Financial Analyst
STU_150,Female,Undergraduate,BBA,Finance & Accounting,2027,"Accounting, Excel, Finance, Financial Modeling","Communication, Problem Solving, Teamwork","Accounting:0.98, Excel:0.98, Finance:0.98, Financial Modeling:0.98, Communication:0.94, Problem Solving:0.85, Teamwork:0.84",Advanced Capstone Portfolio,Professional Industry Certification,9.53,Financial Analyst
STU_151,Male,Postgraduate,BBA,Finance & Accounting,2026,"Accounting, Finance, Financial Modeling","Communication, Problem Solving, Teamwork","Accounting:0.98, Finance:0.98, Financial Modeling:0.98, Communication:0.90, Problem Solving:0.90, Teamwork:0.93",Advanced Capstone Portfolio,Professional Industry Certification,9.8,Financial Analyst
STU_152,Male,Postgraduate,B.Sc,Business Analytics,2026,"Business Analytics, Excel, Power BI",Communication,"Business Analytics:0.78, Excel:0.78, Power BI:0.80, Communication:0.65",Applied Coursework Project,Industry Foundation Certificate,6.72,BI Developer
STU_153,Female,Postgraduate,B.Sc,Data Science,2026,"Machine Learning, SQL, Statistics","Problem Solving, Teamwork","Machine Learning:0.98, SQL:0.96, Statistics:0.98, Problem Solving:0.87, Teamwork:0.87",Advanced Capstone Portfolio,Professional Industry Certification,8.86,Data Scientist
STU_154,Male,Postgraduate,B.Tech,Information Technology,2026,HTML,"Adaptability, Time Management","HTML:0.55, Adaptability:0.39, Time Management:0.45",None,None,5.17,Database Administrator
STU_155,Male,Postgraduate,BBA,Marketing Analytics,2026,"Marketing Analytics, Python","Communication, Problem Solving, Teamwork","Marketing Analytics:0.65, Python:0.67, Communication:0.70, Problem Solving:0.69, Teamwork:0.75",None,None,6.72,Marketing Analyst
STU_156,Male,Postgraduate,B.Tech,Artificial Intelligence,2026,"Machine Learning, Python, SQL","Communication, Problem Solving, Teamwork","Machine Learning:0.98, Python:0.98, SQL:0.98, Communication:0.91, Problem Solving:0.94, Teamwork:0.86",Advanced Capstone Portfolio,Professional Industry Certification,9.63,AI Engineer
STU_157,Female,Postgraduate,BBA,Marketing Analytics,2026,"Customer Segmentation, Excel","Communication, Problem Solving, Teamwork","Customer Segmentation:0.71, Excel:0.85, Communication:0.58, Problem Solving:0.71, Teamwork:0.67",Applied Coursework Project,Industry Foundation Certificate,6.82,Marketing Analyst
STU_158,Male,Postgraduate,B.Sc,Data Analytics,2026,"Excel, Python, Tableau","Problem Solving, Teamwork","Excel:0.85, Python:0.82, Tableau:0.79, Problem Solving:0.62, Teamwork:0.62",None,Industry Foundation Certificate,7.35,Data Analyst
STU_159,Male,Undergraduate,B.Tech,Computer Science,2027,Linux,"Adaptability, Time Management","Linux:0.45, Adaptability:0.39, Time Management:0.44",None,None,5.17,AI Engineer
STU_160,Female,Undergraduate,B.Sc,Business Analytics,2027,"Business Analytics, Power BI","Communication, Problem Solving, Teamwork","Business Analytics:0.81, Power BI:0.81, Communication:0.70, Problem Solving:0.71, Teamwork:0.66",Applied Coursework Project,None,8.39,BI Developer
STU_161,Female,Undergraduate,B.Sc,Data Science,2027,"Machine Learning, Python, SQL, Statistics","Communication, Problem Solving, Teamwork","Machine Learning:0.96, Python:0.98, SQL:0.98, Statistics:0.96, Communication:0.86, Problem Solving:0.94, Teamwork:0.87",Advanced Capstone Portfolio,Professional Industry Certification,9.09,Data Scientist
STU_162,Male,Undergraduate,B.Sc,Business Analytics,2027,"Business Analytics, Power BI","Communication, Problem Solving, Teamwork","Business Analytics:0.87, Power BI:0.91, Communication:0.76, Problem Solving:0.76, Teamwork:0.65",None,Industry Foundation Certificate,7.95,BI Developer
STU_163,Female,Undergraduate,BBA,Product Management,2028,"Agile/Scrum, Communication, Product Strategy, Roadmapping, User Research","Communication, Problem Solving, Teamwork","Agile/Scrum:0.97, Communication:0.96, Product Strategy:0.98, Roadmapping:0.91, User Research:0.98, Communication:0.85, Problem Solving:0.83, Teamwork:0.93",Advanced Capstone Portfolio,Professional Industry Certification,9.02,Product Manager
STU_164,Female,Undergraduate,B.Des,User Experience Design,2028,"HTML, Wireframing","Communication, Problem Solving, Teamwork","HTML:0.71, Wireframing:0.71, Communication:0.71, Problem Solving:0.74, Teamwork:0.69",Applied Coursework Project,Industry Foundation Certificate,6.76,UI/UX Designer
STU_165,Male,Undergraduate,B.Des,User Experience Design,2028,"Figma, HTML, UI Design, Wireframing",Problem Solving,"Figma:0.70, HTML:0.77, UI Design:0.76, Wireframing:0.87, Problem Solving:0.70",None,Industry Foundation Certificate,7.62,UI/UX Designer
STU_166,Female,Undergraduate,BBA,Product Management,2028,"Communication, Product Strategy, User Research","Communication, Problem Solving, Teamwork","Communication:0.97, Product Strategy:0.98, User Research:0.98, Communication:0.91, Problem Solving:0.88, Teamwork:0.93",Advanced Capstone Portfolio,Professional Industry Certification,9.53,Product Manager
STU_167,Male,Undergraduate,B.Des,User Experience Design,2028,"CSS, Figma, HTML, UI Design","Communication, Problem Solving, Teamwork","CSS:0.83, Figma:0.71, HTML:0.76, UI Design:0.74, Communication:0.60, Problem Solving:0.63, Teamwork:0.68",None,Industry Foundation Certificate,6.58,UI/UX Designer
STU_168,Male,Undergraduate,B.Des,User Experience Design,2028,"CSS, Figma, HTML, Wireframing","Communication, Problem Solving, Teamwork","CSS:0.98, Figma:0.96, HTML:0.90, Wireframing:0.98, Communication:0.93, Problem Solving:0.85, Teamwork:0.87",Advanced Capstone Portfolio,Professional Industry Certification,8.82,UI/UX Designer
STU_169,Male,Undergraduate,B.Des,User Experience Design,2028,"CSS, HTML, Prototyping, UI Design, Wireframing","Problem Solving, Teamwork","CSS:0.98, HTML:0.98, Prototyping:0.98, UI Design:0.98, Wireframing:0.94, Problem Solving:0.84, Teamwork:0.88",Advanced Capstone Portfolio,Professional Industry Certification,9.43,UI/UX Designer
STU_170,Male,Undergraduate,BBA,Digital Marketing,2028,"Digital Marketing, Social Media Analytics","Adaptability, Time Management","Digital Marketing:0.82, Social Media Analytics:0.82, Adaptability:0.63, Time Management:0.73",Applied Coursework Project,None,8.24,Digital Marketing Specialist
STU_171,Male,Undergraduate,B.Des,User Experience Design,2028,"HTML, UI Design, Wireframing",Teamwork,"HTML:0.98, UI Design:0.98, Wireframing:0.98, Teamwork:0.86",Advanced Capstone Portfolio,Professional Industry Certification,8.59,UI/UX Designer
STU_172,Male,Undergraduate,B.Des,User Experience Design,2028,"HTML, Prototyping, UI Design, Wireframing","Problem Solving, Teamwork","HTML:0.71, Prototyping:0.75, UI Design:0.78, Wireframing:0.73, Problem Solving:0.59, Teamwork:0.74",Applied Coursework Project,Industry Foundation Certificate,6.55,UI/UX Designer
STU_173,Male,Undergraduate,BBA,Marketing Analytics,2028,"Customer Segmentation, Marketing Analytics","Adaptability, Time Management","Customer Segmentation:0.52, Marketing Analytics:0.50, Adaptability:0.38, Time Management:0.48",None,None,6.35,Marketing Analyst
STU_174,Male,Undergraduate,B.Des,User Experience Design,2028,Wireframing,"Adaptability, Time Management","Wireframing:0.53, Adaptability:0.40, Time Management:0.39",None,None,5.05,UI/UX Designer
STU_175,Female,Undergraduate,B.Des,User Experience Design,2028,"UI Design, Wireframing","Communication, Problem Solving, Teamwork","UI Design:0.67, Wireframing:0.79, Communication:0.68, Problem Solving:0.75, Teamwork:0.61",None,None,7.61,UI/UX Designer
STU_176,Male,Undergraduate,BBA,Digital Marketing,2028,"Digital Marketing, Social Media Analytics",Communication,"Digital Marketing:0.54, Social Media Analytics:0.45, Communication:0.39",None,None,4.91,Digital Marketing Specialist
STU_177,Male,Undergraduate,B.Des,User Experience Design,2028,"Figma, HTML, UI Design, Wireframing","Problem Solving, Teamwork","Figma:0.90, HTML:0.96, UI Design:0.98, Wireframing:0.98, Problem Solving:0.96, Teamwork:0.85",Advanced Capstone Portfolio,Professional Industry Certification,9.1,UI/UX Designer
STU_178,Female,Undergraduate,B.Des,User Experience Design,2028,"CSS, Prototyping, UI Design, Wireframing","Adaptability, Time Management","CSS:0.70, Prototyping:0.64, UI Design:0.79, Wireframing:0.70, Adaptability:0.68, Time Management:0.68",Applied Coursework Project,None,6.6,UI/UX Designer
STU_179,Female,Undergraduate,BBA,Marketing Analytics,2028,"Customer Segmentation, Excel, Marketing Analytics, Python",Problem Solving,"Customer Segmentation:0.98, Excel:0.98, Marketing Analytics:0.98, Python:0.95, Problem Solving:0.90",Advanced Capstone Portfolio,Professional Industry Certification,8.76,Marketing Analyst
STU_180,Male,Undergraduate,B.Des,User Experience Design,2028,"HTML, UI Design",Teamwork,"HTML:0.74, UI Design:0.87, Teamwork:0.76",None,Industry Foundation Certificate,7.4,UI/UX Designer
STU_181,Female,Undergraduate,BBA,Product Management,2028,"Agile/Scrum, Communication, Product Strategy, Roadmapping, User Research","Communication, Problem Solving, Teamwork","Agile/Scrum:0.98, Communication:0.98, Product Strategy:0.97, Roadmapping:0.91, User Research:0.98, Communication:0.86, Problem Solving:0.85, Teamwork:0.93",Advanced Capstone Portfolio,Professional Industry Certification,9.41,Product Manager
STU_182,Male,Undergraduate,B.Des,User Experience Design,2028,"CSS, UI Design","Problem Solving, Teamwork","CSS:0.54, UI Design:0.56, Problem Solving:0.40, Teamwork:0.50",None,None,4.78,UI/UX Designer
STU_183,Male,Undergraduate,B.Des,User Experience Design,2027,"CSS, HTML, UI Design, Wireframing","Communication, Problem Solving, Teamwork","CSS:0.98, HTML:0.98, UI Design:0.98, Wireframing:0.98, Communication:0.97, Problem Solving:0.97, Teamwork:0.89",Advanced Capstone Portfolio,Professional Industry Certification,9.73,UI/UX Designer
STU_184,Female,Undergraduate,BBA,Digital Marketing,2027,"Digital Marketing, SEO",Communication,"Digital Marketing:0.87, SEO:0.76, Communication:0.73",None,Industry Foundation Certificate,8.34,Digital Marketing Specialist
STU_185,Male,Undergraduate,BBA,Marketing Analytics,2027,"Excel, Python","Adaptability, Time Management","Excel:0.47, Python:0.50, Adaptability:0.41, Time Management:0.41",None,None,5.0,Marketing Analyst
STU_186,Male,Undergraduate,B.Des,User Experience Design,2027,"CSS, Figma, HTML, Prototyping, Wireframing","Problem Solving, Teamwork","CSS:0.97, Figma:0.92, HTML:0.98, Prototyping:0.95, Wireframing:0.98, Problem Solving:0.91, Teamwork:0.92",Advanced Capstone Portfolio,Professional Industry Certification,9.53,UI/UX Designer
STU_187,Male,Undergraduate,BBA,Marketing Analytics,2027,"Excel, Marketing Analytics, Python","Communication, Problem Solving, Teamwork","Excel:0.79, Marketing Analytics:0.69, Python:0.67, Communication:0.69, Problem Solving:0.74, Teamwork:0.61",None,None,7.32,Marketing Analyst
STU_188,Female,Undergraduate,B.Des,User Experience Design,2027,"CSS, UI Design, Wireframing","Communication, Problem Solving, Teamwork","CSS:0.83, UI Design:0.69, Wireframing:0.75, Communication:0.64, Problem Solving:0.71, Teamwork:0.66",Applied Coursework Project,None,7.69,UI/UX Designer
STU_189,Male,Undergraduate,B.Des,User Experience Design,2027,"CSS, HTML, Prototyping, UI Design, Wireframing","Communication, Problem Solving, Teamwork","CSS:0.95, HTML:0.98, Prototyping:0.97, UI Design:0.94, Wireframing:0.98, Communication:0.90, Problem Solving:0.85, Teamwork:0.86",Advanced Capstone Portfolio,Professional Industry Certification,8.79,UI/UX Designer
STU_190,Female,Undergraduate,B.Des,User Experience Design,2027,"CSS, HTML, Prototyping, UI Design",Problem Solving,"CSS:0.79, HTML:0.89, Prototyping:0.70, UI Design:0.84, Problem Solving:0.65",Applied Coursework Project,Industry Foundation Certificate,6.83,UI/UX Designer
STU_191,Male,Undergraduate,BBA,Marketing Analytics,2027,"Customer Segmentation, Python",Communication,"Customer Segmentation:0.52, Python:0.41, Communication:0.44",None,None,5.37,Marketing Analyst
STU_192,Male,Undergraduate,BBA,Digital Marketing,2027,Digital Marketing,"Adaptability, Time Management","Digital Marketing:0.57, Adaptability:0.50, Time Management:0.40",None,None,5.57,Digital Marketing Specialist
STU_193,Male,Undergraduate,B.Des,User Experience Design,2027,"CSS, Figma, HTML, UI Design","Communication, Problem Solving, Teamwork","CSS:0.76, Figma:0.68, HTML:0.70, UI Design:0.73, Communication:0.65, Problem Solving:0.75, Teamwork:0.75",Applied Coursework Project,None,7.67,UI/UX Designer
STU_194,Male,Undergraduate,B.Des,User Experience Design,2027,"UI Design, Wireframing","Communication, Problem Solving, Teamwork","UI Design:0.67, Wireframing:0.80, Communication:0.72, Problem Solving:0.74, Teamwork:0.73",Applied Coursework Project,None,7.34,UI/UX Designer
STU_195,Male,Undergraduate,B.Des,User Experience Design,2027,"UI Design, Wireframing",Problem Solving,"UI Design:0.77, Wireframing:0.77, Problem Solving:0.71",Applied Coursework Project,Industry Foundation Certificate,7.27,UI/UX Designer
STU_196,Male,Undergraduate,BBA,Digital Marketing,2027,"Digital Marketing, SEO, Social Media Analytics","Adaptability, Time Management","Digital Marketing:0.81, SEO:0.73, Social Media Analytics:0.78, Adaptability:0.72, Time Management:0.59",None,None,6.74,Digital Marketing Specialist
STU_197,Male,Undergraduate,B.Des,User Experience Design,2027,"CSS, HTML, UI Design","Communication, Problem Solving, Teamwork","CSS:0.98, HTML:0.98, UI Design:0.98, Communication:0.92, Problem Solving:0.91, Teamwork:0.83",Advanced Capstone Portfolio,Professional Industry Certification,9.51,UI/UX Designer
STU_198,Male,Undergraduate,B.Des,User Experience Design,2027,"CSS, HTML, UI Design, Wireframing","Communication, Problem Solving, Teamwork","CSS:0.98, HTML:0.98, UI Design:0.98, Wireframing:0.98, Communication:0.85, Problem Solving:0.84, Teamwork:0.97",Advanced Capstone Portfolio,Professional Industry Certification,9.61,UI/UX Designer
STU_199,Male,Undergraduate,BBA,Marketing Analytics,2027,"Customer Segmentation, Marketing Analytics",Communication,"Customer Segmentation:0.45, Marketing Analytics:0.58, Communication:0.49",None,None,5.75,Marketing Analyst
STU_200,Male,Undergraduate,B.Des,User Experience Design,2027,"CSS, HTML, UI Design","Adaptability, Time Management","CSS:0.79, HTML:0.85, UI Design:0.73, Adaptability:0.72, Time Management:0.71",Applied Coursework Project,None,7.75,UI/UX Designer
STU_201,Male,Undergraduate,BBA,Product Management,2027,"Agile/Scrum, Communication, Product Strategy, User Research",Communication,"Agile/Scrum:0.98, Communication:0.98, Product Strategy:0.98, User Research:0.98, Communication:0.96",Advanced Capstone Portfolio,Professional Industry Certification,9.64,Product Manager
STU_202,Female,Undergraduate,B.Des,User Experience Design,2027,"CSS, HTML, UI Design, Wireframing","Communication, Teamwork","CSS:0.97, HTML:0.98, UI Design:0.95, Wireframing:0.97, Communication:0.95, Teamwork:0.89",Advanced Capstone Portfolio,Professional Industry Certification,9.11,UI/UX Designer
STU_203,Male,Undergraduate,BBA,Marketing Analytics,2027,"Customer Segmentation, Excel, Marketing Analytics, Python","Adaptability, Time Management","Customer Segmentation:0.73, Excel:0.79, Marketing Analytics:0.66, Python:0.72, Adaptability:0.67, Time Management:0.58",None,None,7.1,Marketing Analyst
STU_204,Female,Undergraduate,B.Des,User Experience Design,2027,"HTML, UI Design","Adaptability, Time Management","HTML:0.71, UI Design:0.70, Adaptability:0.69, Time Management:0.65",Applied Coursework Project,None,7.94,UI/UX Designer
STU_205,Male,Undergraduate,BBA,Marketing Analytics,2027,Excel,"Adaptability, Time Management","Excel:0.50, Adaptability:0.49, Time Management:0.51",None,None,5.07,Marketing Analyst
STU_206,Female,Undergraduate,B.Des,User Experience Design,2027,"CSS, HTML, UI Design, Wireframing",Problem Solving,"CSS:0.98, HTML:0.94, UI Design:0.98, Wireframing:0.98, Problem Solving:0.92",Advanced Capstone Portfolio,Professional Industry Certification,9.69,UI/UX Designer
STU_207,Male,Undergraduate,BBA,Marketing Analytics,2027,"Customer Segmentation, Excel",Problem Solving,"Customer Segmentation:0.70, Excel:0.76, Problem Solving:0.63",None,None,6.59,Marketing Analyst
STU_208,Male,Undergraduate,B.Tech,Information Technology,2027,"HTML, Linux","Adaptability, Time Management","HTML:0.64, Linux:0.66, Adaptability:0.62, Time Management:0.67",Applied Coursework Project,None,6.76,AI Engineer
STU_209,Male,Undergraduate,B.Tech,Information Technology,2027,"HTML, Linux","Adaptability, Time Management","HTML:0.72, Linux:0.84, Adaptability:0.59, Time Management:0.67",Applied Coursework Project,Industry Foundation Certificate,6.8,Data Analyst
STU_210,Male,Undergraduate,B.Tech,Information Technology,2027,"HTML, Linux, Machine Learning","Communication, Problem Solving, Teamwork","HTML:0.77, Linux:0.75, Machine Learning:0.63, Communication:0.70, Problem Solving:0.64, Teamwork:0.74",None,Industry Foundation Certificate,7.0,Data Scientist
STU_211,Male,Undergraduate,B.Tech,Information Technology,2027,"Excel, HTML, Linux, Power BI, Python, SQL","Adaptability, Time Management","Excel:0.98, HTML:0.96, Linux:0.98, Power BI:0.98, Python:0.98, SQL:0.98, Adaptability:0.95, Time Management:0.97",Advanced Capstone Portfolio,Professional Industry Certification,9.59,Business Analyst
STU_212,Male,Undergraduate,B.Tech,Information Technology,2027,"Linux, Power BI, SQL","Adaptability, Time Management","Linux:0.85, Power BI:0.83, SQL:0.78, Adaptability:0.60, Time Management:0.71",None,Industry Foundation Certificate,7.34,BI Developer
STU_213,Male,Undergraduate,B.Tech,Information Technology,2027,"HTML, Linux, React, SQL",Problem Solving,"HTML:0.98, Linux:0.98, React:0.88, SQL:0.98, Problem Solving:0.89",Advanced Capstone Portfolio,Professional Industry Certification,9.34,Frontend Developer
STU_214,Male,Undergraduate,B.Tech,Information Technology,2027,"Python, SQL","Adaptability, Time Management","Python:0.42, SQL:0.48, Adaptability:0.36, Time Management:0.45",None,None,5.35,Backend Developer
STU_215,Male,Undergraduate,B.Tech,Information Technology,2027,"HTML, SQL","Adaptability, Time Management","HTML:0.57, SQL:0.48, Adaptability:0.46, Time Management:0.48",None,None,5.78,Full-Stack Developer
STU_216,Male,Undergraduate,B.Tech,Information Technology,2027,"Linux, Python","Adaptability, Time Management","Linux:0.47, Python:0.55, Adaptability:0.42, Time Management:0.45",None,None,4.69,Cloud DevOps Engineer
STU_217,Male,Undergraduate,B.Tech,Information Technology,2027,"Linux, SQL",Communication,"Linux:0.82, SQL:0.75, Communication:0.73",Applied Coursework Project,None,7.91,Cybersecurity Analyst
STU_218,Female,Undergraduate,B.Tech,Information Technology,2027,"Linux, Python",Problem Solving,"Linux:0.88, Python:0.82, Problem Solving:0.75",Applied Coursework Project,Industry Foundation Certificate,8.09,Database Administrator
STU_219,Male,Undergraduate,B.Tech,Information Technology,2027,"Accounting, Finance, HTML, Linux, Python, SQL","Communication, Problem Solving, Teamwork","Accounting:0.98, Finance:0.93, HTML:0.98, Linux:0.98, Python:0.98, SQL:0.97, Communication:0.87, Problem Solving:0.91, Teamwork:0.96",Advanced Capstone Portfolio,Professional Industry Certification,9.04,Financial Analyst
STU_220,Male,Undergraduate,B.Tech,Information Technology,2027,"HTML, Linux, SEO","Problem Solving, Teamwork","HTML:0.79, Linux:0.77, SEO:0.76, Problem Solving:0.73, Teamwork:0.62",Applied Coursework Project,Industry Foundation Certificate,7.57,Digital Marketing Specialist
STU_221,Male,Undergraduate,B.Tech,Information Technology,2027,"HTML, Linux, Python",Problem Solving,"HTML:0.81, Linux:0.81, Python:0.73, Problem Solving:0.72",Applied Coursework Project,None,7.06,Marketing Analyst
STU_222,Male,Undergraduate,B.Tech,Information Technology,2027,"HTML, Python, SQL",Problem Solving,"HTML:0.79, Python:0.79, SQL:0.85, Problem Solving:0.73",Applied Coursework Project,Industry Foundation Certificate,8.0,Product Manager
STU_223,Male,Undergraduate,B.Tech,Information Technology,2027,"Linux, SQL","Problem Solving, Teamwork","Linux:0.72, SQL:0.75, Problem Solving:0.69, Teamwork:0.78",None,Industry Foundation Certificate,8.37,UI/UX Designer
STU_224,Male,Undergraduate,B.Tech,Information Technology,2027,"Linux, Python, SQL","Communication, Problem Solving, Teamwork","Linux:0.98, Python:0.98, SQL:0.98, Communication:0.88, Problem Solving:0.88, Teamwork:0.95",Advanced Capstone Portfolio,Professional Industry Certification,9.31,AI Engineer
STU_225,Male,Undergraduate,B.Tech,Information Technology,2027,"HTML, Linux, Python, SQL","Communication, Problem Solving, Teamwork","HTML:0.95, Linux:0.98, Python:0.96, SQL:0.98, Communication:0.93, Problem Solving:0.83, Teamwork:0.90",Advanced Capstone Portfolio,Professional Industry Certification,9.3,Data Analyst
STU_226,Male,Undergraduate,B.Tech,Information Technology,2027,"Linux, Python, SQL",Problem Solving,"Linux:0.79, Python:0.81, SQL:0.85, Problem Solving:0.74",Applied Coursework Project,Industry Foundation Certificate,6.87,Data Scientist
STU_227,Male,Undergraduate,B.Tech,Information Technology,2027,"HTML, Python","Adaptability, Time Management","HTML:0.41, Python:0.44, Adaptability:0.37, Time Management:0.50",None,None,5.8,Business Analyst
