Student_ID,Course_ID,Course_Title,Registration_Date,Content_Completion_Percentage,Login_Count,Assessment_Score,Assignment_Submission,Course_Completed,Certificate_Issued,Last_Activity_Date
STU_250,COURSE_027,Professional Pathway Course COURSE_027,2026-02-12,94,86,73,5,Yes,Yes,2026-05-02
STU_251,COURSE_028,Professional Pathway Course COURSE_028,2026-02-26,88,6,86,1,Yes,Yes,2026-04-30
STU_252,COURSE_001,Professional Pathway Course COURSE_001,2026-02-09,60,74,53,2,No,No,2026-04-12
STU_253,COURSE_002,Professional Pathway Course COURSE_002,2026-01-29,88,76,68,5,Yes,Yes,2026-04-05
STU_254,COURSE_003,Professional Pathway Course COURSE_003,2026-01-07,36,26,49,2,No,No,2026-03-05
STU_255,COURSE_004,Professional Pathway Course COURSE_004,2026-01-04,100,97,93,4,Yes,Yes,2026-03-05
STU_256,COURSE_005,Professional Pathway Course COURSE_005,2026-03-02,88,17,85,0,Yes,Yes,2026-05-09
STU_257,COURSE_006,Professional Pathway Course COURSE_006,2026-02-11,100,87,88,5,Yes,Yes,2026-05-08
STU_258,COURSE_007,Professional Pathway Course COURSE_007,2026-02-20,100,99,66,5,Yes,Yes,2026-05-13
STU_259,COURSE_008,Professional Pathway Course COURSE_008,2026-01-14,100,97,80,5,Yes,Yes,2026-02-22
STU_260,COURSE_009,Professional Pathway Course COURSE_009,2026-02-20,54,34,42,2,No,No,2026-05-17
STU_261,COURSE_010,Professional Pathway Course COURSE_010,2026-01-09,17,17,42,0,No,No,2026-03-29
STU_262,COURSE_011,Professional Pathway Course COURSE_011,2026-01-09,100,97,62,5,Yes,Yes,2026-01-20
STU_263,COURSE_012,Professional Pathway Course COURSE_012,2026-01-12,30,27,62,2,No,No,2026-02-24
STU_264,COURSE_013,Professional Pathway Course COURSE_013,2026-01-31,94,94,64,3,Yes,Yes,2026-04-08
STU_265,COURSE_014,Professional Pathway Course COURSE_014,2026-01-15,79,64,78,4,No,No,2026-04-13
STU_266,COURSE_015,Professional Pathway Course COURSE_015,2026-01-20,98,84,98,5,Yes,Yes,2026-03-29
STU_267,COURSE_016,Professional Pathway Course COURSE_016,2026-01-28,71,80,74,1,No,No,2026-02-20
STU_268,COURSE_017,Professional Pathway Course COURSE_017,2026-01-21,60,70,64,1,No,No,2026-04-18
STU_269,COURSE_018,Professional Pathway Course COURSE_018,2026-02-05,10,8,80,0,No,No,2026-03-28
STU_270,COURSE_019,Professional Pathway Course COURSE_019,2026-02-08,29,28,78,2,No,No,2026-04-14
STU_271,COURSE_020,Professional Pathway Course COURSE_020,2026-02-24,100,84,85,5,Yes,Yes,2026-05-15
STU_272,COURSE_021,Professional Pathway Course COURSE_021,2026-01-27,100,81,69,4,Yes,Yes,2026-03-21
STU_273,COURSE_022,Professional Pathway Course COURSE_022,2026-01-28,33,21,72,1,No,No,2026-03-19
STU_274,COURSE_023,Professional Pathway Course COURSE_023,2026-01-10,88,20,93,1,Yes,Yes,2026-03-21
STU_275,COURSE_024,Professional Pathway Course COURSE_024,2026-01-06,100,82,84,5,Yes,Yes,2026-03-12
STU_276,COURSE_025,Professional Pathway Course COURSE_025,2026-02-21,88,62,93,5,Yes,Yes,2026-03-19
STU_277,COURSE_026,Professional Pathway Course COURSE_026,2026-02-05,88,21,100,3,Yes,Yes,2026-04-27
STU_278,COURSE_027,Professional Pathway Course COURSE_027,2026-01-27,88,31,85,5,Yes,Yes,2026-03-23
STU_279,COURSE_028,Professional Pathway Course COURSE_028,2026-01-19,57,31,63,5,No,No,2026-04-15
STU_280,COURSE_001,Professional Pathway Course COURSE_001,2026-02-12,61,41,66,4,No,No,2026-04-24
STU_281,COURSE_002,Professional Pathway Course COURSE_002,2026-01-23,88,71,85,5,Yes,Yes,2026-04-14
STU_282,COURSE_003,Professional Pathway Course COURSE_003,2026-02-06,88,60,90,5,Yes,Yes,2026-03-16
STU_283,COURSE_004,Professional Pathway Course COURSE_004,2026-02-19,100,94,99,5,Yes,Yes,2026-05-19
STU_284,COURSE_005,Professional Pathway Course COURSE_005,2026-01-02,100,87,99,5,Yes,Yes,2026-03-30
STU_285,COURSE_006,Professional Pathway Course COURSE_006,2026-01-18,46,38,67,2,No,No,2026-03-08
STU_286,COURSE_007,Professional Pathway Course COURSE_007,2026-02-06,47,39,66,3,No,No,2026-04-08
STU_287,COURSE_008,Professional Pathway Course COURSE_008,2026-01-06,88,79,82,5,Yes,Yes,2026-03-24
STU_288,COURSE_009,Professional Pathway Course COURSE_009,2026-01-30,95,79,95,5,Yes,Yes,2026-03-24
STU_289,COURSE_010,Professional Pathway Course COURSE_010,2026-02-08,84,70,80,5,No,No,2026-02-28
STU_290,COURSE_011,Professional Pathway Course COURSE_011,2026-02-13,86,71,63,5,Yes,Yes,2026-03-05
STU_291,COURSE_012,Professional Pathway Course COURSE_012,2026-01-28,48,36,59,2,No,No,2026-04-10
STU_292,COURSE_013,Professional Pathway Course COURSE_013,2026-01-18,36,24,51,2,No,No,2026-02-24
STU_293,COURSE_014,Professional Pathway Course COURSE_014,2026-01-23,100,86,85,5,Yes,Yes,2026-03-29
STU_294,COURSE_015,Professional Pathway Course COURSE_015,2026-02-01,88,64,100,5,Yes,Yes,2026-04-19
STU_295,COURSE_016,Professional Pathway Course COURSE_016,2026-01-04,100,86,81,5,Yes,Yes,2026-01-14
STU_296,COURSE_017,Professional Pathway Course COURSE_017,2026-01-19,76,64,70,5,No,No,2026-03-11
STU_297,COURSE_018,Professional Pathway Course COURSE_018,2026-02-17,100,87,97,5,Yes,Yes,2026-04-23
STU_298,COURSE_019,Professional Pathway Course COURSE_019,2026-02-04,88,74,94,5,Yes,Yes,2026-03-15
STU_299,COURSE_020,Professional Pathway Course COURSE_020,2026-01-26,20,17,64,1,No,No,2026-02-10
STU_300,COURSE_021,Professional Pathway Course COURSE_021,2026-02-06,24,14,72,2,No,No,2026-04-11
STU_301,COURSE_022,Professional Pathway Course COURSE_022,2026-02-10,13,12,60,1,No,No,2026-04-14
STU_302,COURSE_023,Professional Pathway Course COURSE_023,2026-01-02,36,34,50,1,No,No,2026-02-22
STU_303,COURSE_024,Professional Pathway Course COURSE_024,2026-01-06,20,20,73,1,No,No,2026-03-12
STU_304,COURSE_025,Professional Pathway Course COURSE_025,2026-01-06,40,44,78,1,No,No,2026-03-07
STU_305,COURSE_026,Professional Pathway Course COURSE_026,2026-01-05,46,50,67,1,No,No,2026-03-21
STU_306,COURSE_027,Professional Pathway Course COURSE_027,2026-01-23,48,44,73,2,No,No,2026-02-20
STU_307,COURSE_028,Professional Pathway Course COURSE_028,2026-01-17,88,59,86,5,Yes,Yes,2026-02-21
STU_308,COURSE_001,Professional Pathway Course COURSE_001,2026-02-18,88,64,86,5,Yes,Yes,2026-03-09
STU_309,COURSE_002,Professional Pathway Course COURSE_002,2026-02-18,83,57,80,5,No,No,2026-05-13
STU_310,COURSE_003,Professional Pathway Course COURSE_003,2026-01-21,100,84,81,5,Yes,Yes,2026-04-21
STU_311,COURSE_004,Professional Pathway Course COURSE_004,2026-02-20,33,29,71,2,No,No,2026-04-06
STU_312,COURSE_005,Professional Pathway Course COURSE_005,2026-01-29,44,34,76,2,No,No,2026-02-12
STU_313,COURSE_006,Professional Pathway Course COURSE_006,2026-01-05,88,79,91,3,Yes,Yes,2026-01-26
STU_314,COURSE_007,Professional Pathway Course COURSE_007,2026-01-25,88,64,98,5,Yes,Yes,2026-04-04
STU_315,COURSE_008,Professional Pathway Course COURSE_008,2026-01-29,100,88,83,5,Yes,Yes,2026-04-22
STU_316,COURSE_009,Professional Pathway Course COURSE_009,2026-02-08,96,84,92,5,Yes,Yes,2026-04-19
STU_317,COURSE_010,Professional Pathway Course COURSE_010,2026-01-29,97,92,83,5,Yes,Yes,2026-02-21
STU_318,COURSE_011,Professional Pathway Course COURSE_011,2026-02-15,92,90,92,5,Yes,Yes,2026-03-07
STU_319,COURSE_012,Professional Pathway Course COURSE_012,2026-01-03,100,97,87,2,Yes,Yes,2026-02-13
STU_320,COURSE_013,Professional Pathway Course COURSE_013,2026-02-03,96,95,96,2,Yes,Yes,2026-04-20
STU_321,COURSE_014,Professional Pathway Course COURSE_014,2026-01-27,93,87,74,3,Yes,Yes,2026-03-21
STU_322,COURSE_015,Professional Pathway Course COURSE_015,2026-01-05,84,80,72,2,No,No,2026-02-26
STU_323,COURSE_016,Professional Pathway Course COURSE_016,2026-01-25,16,15,59,0,No,No,2026-03-12
STU_324,COURSE_017,Professional Pathway Course COURSE_017,2026-02-28,20,10,59,2,No,No,2026-05-26
STU_325,COURSE_018,Professional Pathway Course COURSE_018,2026-02-28,37,35,66,1,No,No,2026-04-23
STU_326,COURSE_019,Professional Pathway Course COURSE_019,2026-02-08,26,20,66,2,No,No,2026-02-28
STU_327,COURSE_020,Professional Pathway Course COURSE_020,2026-02-11,16,15,50,0,No,No,2026-04-04
STU_328,COURSE_021,Professional Pathway Course COURSE_021,2026-02-14,20,10,59,2,No,No,2026-05-02
STU_329,COURSE_022,Professional Pathway Course COURSE_022,2026-01-24,93,77,62,5,Yes,Yes,2026-03-14
STU_330,COURSE_023,Professional Pathway Course COURSE_023,2026-01-13,98,85,77,5,Yes,Yes,2026-02-20
STU_331,COURSE_024,Professional Pathway Course COURSE_024,2026-01-05,21,7,42,2,No,No,2026-02-21
STU_332,COURSE_025,Professional Pathway Course COURSE_025,2026-02-02,15,2,41,2,No,No,2026-04-22
STU_333,COURSE_026,Professional Pathway Course COURSE_026,2026-02-26,76,90,72,1,No,No,2026-05-26
STU_334,COURSE_027,Professional Pathway Course COURSE_027,2026-02-21,74,80,81,2,No,No,2026-03-24
STU_335,COURSE_028,Professional Pathway Course COURSE_028,2026-01-27,10,8,39,0,No,No,2026-03-24
STU_336,COURSE_001,Professional Pathway Course COURSE_001,2026-01-29,11,7,45,1,No,No,2026-04-27
STU_337,COURSE_002,Professional Pathway Course COURSE_002,2026-01-16,100,90,79,3,Yes,Yes,2026-03-06
STU_338,COURSE_003,Professional Pathway Course COURSE_003,2026-01-24,94,80,68,3,Yes,Yes,2026-04-17
STU_339,COURSE_004,Professional Pathway Course COURSE_004,2026-02-02,100,98,74,3,Yes,Yes,2026-04-20
STU_340,COURSE_005,Professional Pathway Course COURSE_005,2026-01-09,100,89,81,3,Yes,Yes,2026-02-20
STU_341,COURSE_006,Professional Pathway Course COURSE_006,2026-02-15,78,90,65,1,No,No,2026-05-02
STU_342,COURSE_007,Professional Pathway Course COURSE_007,2026-01-29,70,80,70,1,No,No,2026-04-14
STU_343,COURSE_008,Professional Pathway Course COURSE_008,2026-02-22,85,87,69,3,Yes,Yes,2026-04-30
STU_344,COURSE_009,Professional Pathway Course COURSE_009,2026-02-02,87,92,74,2,Yes,Yes,2026-03-31
STU_345,COURSE_010,Professional Pathway Course COURSE_010,2026-01-24,88,97,84,1,Yes,Yes,2026-03-03
STU_346,COURSE_011,Professional Pathway Course COURSE_011,2026-02-23,88,82,85,1,Yes,Yes,2026-04-16
STU_347,COURSE_012,Professional Pathway Course COURSE_012,2026-01-03,88,97,86,1,Yes,Yes,2026-02-18
STU_348,COURSE_013,Professional Pathway Course COURSE_013,2026-02-14,88,82,97,1,Yes,Yes,2026-03-13
STU_349,COURSE_014,Professional Pathway Course COURSE_014,2026-01-29,10,3,53,1,No,No,2026-04-27
STU_350,COURSE_015,Professional Pathway Course COURSE_015,2026-01-02,9,4,40,1,No,No,2026-02-13
STU_351,COURSE_016,Professional Pathway Course COURSE_016,2026-02-05,12,13,42,0,No,No,2026-05-03
STU_352,COURSE_017,Professional Pathway Course COURSE_017,2026-02-19,10,9,41,0,No,No,2026-04-06
STU_353,COURSE_018,Professional Pathway Course COURSE_018,2026-01-30,79,94,81,2,No,No,2026-02-17
STU_354,COURSE_019,Professional Pathway Course COURSE_019,2026-02-10,81,89,62,1,No,No,2026-04-26
STU_355,COURSE_020,Professional Pathway Course COURSE_020,2026-01-19,90,98,86,2,Yes,Yes,2026-03-24
STU_356,COURSE_021,Professional Pathway Course COURSE_021,2026-01-16,91,97,93,3,Yes,Yes,2026-04-09
STU_357,COURSE_022,Professional Pathway Course COURSE_022,2026-01-05,83,88,73,2,No,No,2026-03-23
STU_358,COURSE_023,Professional Pathway Course COURSE_023,2026-01-25,79,87,62,1,No,No,2026-04-05
STU_359,COURSE_024,Professional Pathway Course COURSE_024,2026-01-24,100,98,94,4,Yes,Yes,2026-03-07
STU_360,COURSE_025,Professional Pathway Course COURSE_025,2026-02-20,100,90,93,5,Yes,Yes,2026-03-10
STU_361,COURSE_026,Professional Pathway Course COURSE_026,2026-02-17,78,88,80,2,No,No,2026-04-10
STU_362,COURSE_027,Professional Pathway Course COURSE_027,2026-02-23,82,98,67,2,No,No,2026-05-03
STU_363,COURSE_028,Professional Pathway Course COURSE_028,2026-02-10,100,98,97,5,Yes,Yes,2026-03-15
STU_364,COURSE_001,Professional Pathway Course COURSE_001,2026-02-15,100,88,84,5,Yes,Yes,2026-04-24
STU_365,COURSE_002,Professional Pathway Course COURSE_002,2026-01-03,100,95,88,4,Yes,Yes,2026-02-07
STU_366,COURSE_003,Professional Pathway Course COURSE_003,2026-03-01,88,70,92,4,Yes,Yes,2026-04-19
STU_367,COURSE_004,Professional Pathway Course COURSE_004,2026-01-03,18,18,70,3,No,No,2026-02-06
STU_368,COURSE_005,Professional Pathway Course COURSE_005,2026-01-18,50,58,72,2,No,No,2026-02-12
STU_369,COURSE_006,Professional Pathway Course COURSE_006,2026-02-26,100,88,95,5,Yes,Yes,2026-04-28
STU_370,COURSE_007,Professional Pathway Course COURSE_007,2026-01-22,94,81,94,5,Yes,Yes,2026-02-24
STU_371,COURSE_008,Professional Pathway Course COURSE_008,2026-01-18,17,17,78,2,No,No,2026-02-07
STU_372,COURSE_009,Professional Pathway Course COURSE_009,2026-02-04,15,2,67,2,No,No,2026-03-23
STU_373,COURSE_010,Professional Pathway Course COURSE_010,2026-01-21,20,20,40,1,No,No,2026-03-09
STU_374,COURSE_011,Professional Pathway Course COURSE_011,2026-02-15,9,9,57,0,No,No,2026-04-20
STU_375,COURSE_012,Professional Pathway Course COURSE_012,2026-01-23,12,10,52,2,No,No,2026-03-31
STU_376,COURSE_013,Professional Pathway Course COURSE_013,2026-02-09,15,2,49,2,No,No,2026-04-15
STU_377,COURSE_014,Professional Pathway Course COURSE_014,2026-02-12,80,90,64,2,No,No,2026-04-14
STU_378,COURSE_015,Professional Pathway Course COURSE_015,2026-01-10,78,82,62,3,No,No,2026-04-07
STU_379,COURSE_016,Professional Pathway Course COURSE_016,2026-01-03,28,30,52,2,No,No,2026-01-29
STU_380,COURSE_017,Professional Pathway Course COURSE_017,2026-01-24,22,22,58,2,No,No,2026-03-21
STU_381,COURSE_018,Professional Pathway Course COURSE_018,2026-01-03,20,20,56,1,No,No,2026-03-31
STU_382,COURSE_019,Professional Pathway Course COURSE_019,2026-03-02,13,12,52,1,No,No,2026-04-28
STU_383,COURSE_020,Professional Pathway Course COURSE_020,2026-02-06,93,82,84,3,Yes,Yes,2026-03-05
STU_384,COURSE_021,Professional Pathway Course COURSE_021,2026-01-21,94,83,94,3,Yes,Yes,2026-03-07
STU_385,COURSE_022,Professional Pathway Course COURSE_022,2026-01-02,100,92,85,5,Yes,Yes,2026-02-04
STU_386,COURSE_023,Professional Pathway Course COURSE_023,2026-02-28,100,93,94,5,Yes,Yes,2026-05-20
STU_387,COURSE_024,Professional Pathway Course COURSE_024,2026-02-09,78,90,68,1,No,No,2026-03-27
STU_388,COURSE_025,Professional Pathway Course COURSE_025,2026-02-24,69,77,66,2,No,No,2026-03-15
STU_389,COURSE_026,Professional Pathway Course COURSE_026,2026-01-29,9,10,60,0,No,No,2026-02-19
STU_390,COURSE_027,Professional Pathway Course COURSE_027,2026-02-12,2,0,48,0,No,No,2026-04-07
STU_391,COURSE_028,Professional Pathway Course COURSE_028,2026-02-24,100,81,71,5,Yes,Yes,2026-03-26
STU_392,COURSE_001,Professional Pathway Course COURSE_001,2026-02-02,100,88,73,5,Yes,Yes,2026-03-12
STU_393,COURSE_002,Professional Pathway Course COURSE_002,2026-02-20,100,98,88,5,Yes,Yes,2026-03-19
STU_394,COURSE_003,Professional Pathway Course COURSE_003,2026-01-02,100,90,97,5,Yes,Yes,2026-02-27
STU_395,COURSE_004,Professional Pathway Course COURSE_004,2026-01-30,100,91,93,5,Yes,Yes,2026-04-20
STU_396,COURSE_005,Professional Pathway Course COURSE_005,2026-01-05,100,98,84,4,Yes,Yes,2026-02-23
STU_397,COURSE_006,Professional Pathway Course COURSE_006,2026-02-19,96,80,75,5,Yes,Yes,2026-04-22
STU_398,COURSE_007,Professional Pathway Course COURSE_007,2026-01-29,99,82,64,5,Yes,Yes,2026-04-08
STU_399,COURSE_008,Professional Pathway Course COURSE_008,2026-01-09,100,90,93,5,Yes,Yes,2026-03-30
STU_400,COURSE_009,Professional Pathway Course COURSE_009,2026-02-19,100,92,87,5,Yes,Yes,2026-03-17
STU_401,COURSE_010,Professional Pathway Course COURSE_010,2026-02-03,72,71,65,3,No,No,2026-03-04
STU_402,COURSE_011,Professional Pathway Course COURSE_011,2026-01-23,78,80,69,2,No,No,2026-04-09
STU_403,COURSE_012,Professional Pathway Course COURSE_012,2026-01-17,95,81,84,5,Yes,Yes,2026-02-21
STU_404,COURSE_013,Professional Pathway Course COURSE_013,2026-01-18,97,89,99,5,Yes,Yes,2026-02-13
STU_405,COURSE_014,Professional Pathway Course COURSE_014,2026-01-06,100,95,99,5,Yes,Yes,2026-03-21
STU_406,COURSE_015,Professional Pathway Course COURSE_015,2026-03-02,100,91,100,5,Yes,Yes,2026-05-25
STU_407,COURSE_016,Professional Pathway Course COURSE_016,2026-02-09,8,9,59,0,No,No,2026-05-07
STU_408,COURSE_017,Professional Pathway Course COURSE_017,2026-01-03,7,8,56,0,No,No,2026-01-16
STU_409,COURSE_018,Professional Pathway Course COURSE_018,2026-02-11,83,79,70,2,No,No,2026-03-19
STU_410,COURSE_019,Professional Pathway Course COURSE_019,2026-02-26,91,88,77,2,Yes,Yes,2026-05-27
STU_411,COURSE_020,Professional Pathway Course COURSE_020,2026-01-31,99,89,91,3,Yes,Yes,2026-03-13
STU_412,COURSE_021,Professional Pathway Course COURSE_021,2026-01-20,95,90,94,3,Yes,Yes,2026-03-29
STU_413,COURSE_022,Professional Pathway Course COURSE_022,2026-01-30,95,80,77,5,Yes,Yes,2026-03-07
STU_414,COURSE_023,Professional Pathway Course COURSE_023,2026-02-16,89,72,72,5,Yes,Yes,2026-04-11
STU_415,COURSE_024,Professional Pathway Course COURSE_024,2026-02-18,11,9,42,0,No,No,2026-04-16
STU_416,COURSE_025,Professional Pathway Course COURSE_025,2026-01-21,9,7,41,0,No,No,2026-03-02
STU_417,COURSE_026,Professional Pathway Course COURSE_026,2026-01-29,100,90,90,5,Yes,Yes,2026-03-11
STU_418,COURSE_027,Professional Pathway Course COURSE_027,2026-01-19,100,92,83,5,Yes,Yes,2026-03-19
STU_419,COURSE_028,Professional Pathway Course COURSE_028,2026-01-16,100,90,95,5,Yes,Yes,2026-02-15
STU_420,COURSE_001,Professional Pathway Course COURSE_001,2026-02-16,100,96,100,5,Yes,Yes,2026-04-07
STU_421,COURSE_002,Professional Pathway Course COURSE_002,2026-02-01,100,89,87,4,Yes,Yes,2026-04-17
STU_422,COURSE_003,Professional Pathway Course COURSE_003,2026-02-01,100,92,91,4,Yes,Yes,2026-02-13
STU_423,COURSE_004,Professional Pathway Course COURSE_004,2026-01-14,83,69,69,4,No,No,2026-04-08
STU_424,COURSE_005,Professional Pathway Course COURSE_005,2026-01-19,79,62,77,4,No,No,2026-04-07
STU_425,COURSE_006,Professional Pathway Course COURSE_006,2026-01-28,99,79,85,5,Yes,Yes,2026-02-24
STU_426,COURSE_007,Professional Pathway Course COURSE_007,2026-02-18,95,77,93,5,Yes,Yes,2026-04-20
STU_427,COURSE_008,Professional Pathway Course COURSE_008,2026-01-24,96,80,68,5,Yes,Yes,2026-04-14
STU_428,COURSE_009,Professional Pathway Course COURSE_009,2026-01-18,98,82,79,5,Yes,Yes,2026-04-17
STU_429,COURSE_010,Professional Pathway Course COURSE_010,2026-01-09,4,0,41,0,No,No,2026-01-31
STU_430,COURSE_011,Professional Pathway Course COURSE_011,2026-02-05,6,2,48,0,No,No,2026-04-02
STU_431,COURSE_012,Professional Pathway Course COURSE_012,2026-02-08,100,89,88,4,Yes,Yes,2026-04-24
STU_432,COURSE_013,Professional Pathway Course COURSE_013,2026-01-03,100,89,83,4,Yes,Yes,2026-01-17
STU_433,COURSE_014,Professional Pathway Course COURSE_014,2026-01-10,100,87,76,5,Yes,Yes,2026-04-07
STU_434,COURSE_015,Professional Pathway Course COURSE_015,2026-01-11,98,79,72,5,Yes,Yes,2026-03-12
STU_435,COURSE_016,Professional Pathway Course COURSE_016,2026-02-02,100,87,72,5,Yes,Yes,2026-04-18
STU_436,COURSE_017,Professional Pathway Course COURSE_017,2026-01-24,100,88,62,5,Yes,Yes,2026-03-17
STU_437,COURSE_018,Professional Pathway Course COURSE_018,2026-02-08,96,81,62,5,Yes,Yes,2026-04-19
STU_438,COURSE_019,Professional Pathway Course COURSE_019,2026-02-06,94,83,80,5,Yes,Yes,2026-03-17
STU_439,COURSE_020,Professional Pathway Course COURSE_020,2026-02-19,97,82,81,5,Yes,Yes,2026-04-18
STU_440,COURSE_021,Professional Pathway Course COURSE_021,2026-01-13,93,82,65,5,Yes,Yes,2026-01-25
STU_441,COURSE_022,Professional Pathway Course COURSE_022,2026-01-27,100,87,68,5,Yes,Yes,2026-04-11
STU_442,COURSE_023,Professional Pathway Course COURSE_023,2026-02-15,100,86,63,5,Yes,Yes,2026-03-14
STU_443,COURSE_024,Professional Pathway Course COURSE_024,2026-02-03,89,77,77,5,Yes,Yes,2026-04-02
STU_444,COURSE_025,Professional Pathway Course COURSE_025,2026-02-04,88,76,72,5,Yes,Yes,2026-03-31
STU_445,COURSE_026,Professional Pathway Course COURSE_026,2026-02-13,60,72,61,2,No,No,2026-03-28
STU_446,COURSE_027,Professional Pathway Course COURSE_027,2026-01-16,60,76,44,2,No,No,2026-03-02
STU_447,COURSE_028,Professional Pathway Course COURSE_028,2026-02-19,96,82,71,5,Yes,Yes,2026-04-06
STU_448,COURSE_001,Professional Pathway Course COURSE_001,2026-01-23,95,84,77,5,Yes,Yes,2026-04-14
STU_449,COURSE_002,Professional Pathway Course COURSE_002,2026-01-19,100,92,90,5,Yes,Yes,2026-02-13
STU_450,COURSE_003,Professional Pathway Course COURSE_003,2026-01-25,99,84,99,5,Yes,Yes,2026-03-26
STU_451,COURSE_004,Professional Pathway Course COURSE_004,2026-01-19,88,97,86,1,Yes,Yes,2026-02-03
STU_452,COURSE_005,Professional Pathway Course COURSE_005,2026-01-23,88,98,84,1,Yes,Yes,2026-03-30
STU_453,COURSE_006,Professional Pathway Course COURSE_006,2026-01-18,75,82,79,3,No,No,2026-04-09
STU_454,COURSE_007,Professional Pathway Course COURSE_007,2026-01-16,74,78,80,2,No,No,2026-02-26
STU_455,COURSE_008,Professional Pathway Course COURSE_008,2026-01-04,87,87,69,4,Yes,Yes,2026-01-26
STU_456,COURSE_009,Professional Pathway Course COURSE_009,2026-01-01,86,88,66,3,Yes,Yes,2026-03-22
STU_457,COURSE_010,Professional Pathway Course COURSE_010,2026-01-27,100,90,87,5,Yes,Yes,2026-04-07
STU_458,COURSE_011,Professional Pathway Course COURSE_011,2026-02-18,100,91,88,5,Yes,Yes,2026-04-05
STU_459,COURSE_012,Professional Pathway Course COURSE_012,2026-02-28,100,91,83,5,Yes,Yes,2026-03-21
STU_460,COURSE_013,Professional Pathway Course COURSE_013,2026-02-04,100,90,89,5,Yes,Yes,2026-02-18
STU_461,COURSE_014,Professional Pathway Course COURSE_014,2026-03-01,98,83,67,5,Yes,Yes,2026-03-15
STU_462,COURSE_015,Professional Pathway Course COURSE_015,2026-02-26,93,81,71,5,Yes,Yes,2026-03-12
STU_463,COURSE_016,Professional Pathway Course COURSE_016,2026-01-19,98,87,72,5,Yes,Yes,2026-03-28
STU_464,COURSE_017,Professional Pathway Course COURSE_017,2026-02-24,89,77,66,5,Yes,Yes,2026-05-09
STU_465,COURSE_018,Professional Pathway Course COURSE_018,2026-02-21,100,99,88,5,Yes,Yes,2026-03-17
STU_466,COURSE_019,Professional Pathway Course COURSE_019,2026-02-11,100,96,96,5,Yes,Yes,2026-03-25
STU_467,COURSE_020,Professional Pathway Course COURSE_020,2026-02-17,97,82,82,5,Yes,Yes,2026-04-11
STU_468,COURSE_021,Professional Pathway Course COURSE_021,2026-02-13,100,93,100,5,Yes,Yes,2026-03-19
STU_469,COURSE_022,Professional Pathway Course COURSE_022,2026-02-27,13,9,58,1,No,No,2026-04-29
STU_470,COURSE_023,Professional Pathway Course COURSE_023,2026-01-21,8,6,54,0,No,No,2026-02-11
STU_471,COURSE_024,Professional Pathway Course COURSE_024,2026-01-21,100,86,77,5,Yes,Yes,2026-03-03
STU_472,COURSE_025,Professional Pathway Course COURSE_025,2026-01-22,96,82,70,5,Yes,Yes,2026-03-11
STU_473,COURSE_026,Professional Pathway Course COURSE_026,2026-02-14,100,87,73,5,Yes,Yes,2026-03-26
STU_474,COURSE_027,Professional Pathway Course COURSE_027,2026-02-13,100,88,74,5,Yes,Yes,2026-04-28
STU_475,COURSE_028,Professional Pathway Course COURSE_028,2026-02-19,6,7,60,0,No,No,2026-04-09
STU_476,COURSE_001,Professional Pathway Course COURSE_001,2026-02-28,5,4,58,0,No,No,2026-04-16
STU_477,COURSE_002,Professional Pathway Course COURSE_002,2026-01-10,81,77,77,2,No,No,2026-03-19
STU_478,COURSE_003,Professional Pathway Course COURSE_003,2026-02-28,81,74,79,3,No,No,2026-05-09
STU_479,COURSE_004,Professional Pathway Course COURSE_004,2026-02-22,25,17,59,1,No,No,2026-03-31
STU_480,COURSE_005,Professional Pathway Course COURSE_005,2026-02-18,25,14,59,2,No,No,2026-05-15
